gene	symbol	cg	id	trx	species	coverage	omega	dN	dS
FBgn0038028_FBtr0344387	CG10035	CG10035	FBgn0038028	FBtr0344387	Dmel_Dsim	100.000	0.1642	0.0192	0.1167
FBgn0038029_FBtr0114565	GstD11	CG17639	FBgn0038029	FBtr0114565	Dmel_Dsim	97.817	0.0010	0.0001	0.1007
FBgn0038032_FBtr0347003	CG10096	CG10096	FBgn0038032	FBtr0347003	Dmel_Dsim	100.000	0.0891	0.0128	0.1440
FBgn0038033_FBtr0100525	CG10097	CG10097	FBgn0038033	FBtr0100525	Dmel_Dsim	100.000	0.1723	0.0249	0.1443
FBgn0038035_FBtr0082600	lig3	CG17227	FBgn0038035	FBtr0082600	Dmel_Dsim	99.195	0.3561	0.0361	0.1012
FBgn0038037_FBtr0082598	Cyp9f2	CG11466	FBgn0038037	FBtr0082598	Dmel_Dsim	100.000	0.0868	0.0121	0.1398
FBgn0038038_FBtr0082583	CG5167	CG5167	FBgn0038038	FBtr0082583	Dmel_Dsim	100.000	0.0935	0.0131	0.1403
FBgn0038039_FBtr0082584	CG5196	CG5196	FBgn0038039	FBtr0082584	Dmel_Dsim	100.000	0.0667	0.0071	0.1066
FBgn0038042_FBtr0082596	Scgbeta	CG5657	FBgn0038042	FBtr0082596	Dmel_Dsim	100.000	0.0159	0.0036	0.2258
FBgn0038043_FBtr0082587	CG17202	CG17202	FBgn0038043	FBtr0082587	Dmel_Dsim	95.856	0.2693	0.0291	0.1082
FBgn0038045_FBtr0082588	Sas	CG5232	FBgn0038045	FBtr0082588	Dmel_Dsim	100.000	0.1551	0.0163	0.1050
FBgn0038046_FBtr0082594	CG5641	CG5641	FBgn0038046	FBtr0082594	Dmel_Dsim	100.000	0.0294	0.0043	0.1474
FBgn0038047_FBtr0082589	CG5245	CG5245	FBgn0038047	FBtr0082589	Dmel_Dsim	99.301	0.4122	0.0628	0.1524
FBgn0038049_FBtr0082591	CG5844	CG5844	FBgn0038049	FBtr0082591	Dmel_Dsim	100.000	0.0267	0.0046	0.1723
FBgn0038051_FBtr0082682	CG17207	CG17207	FBgn0038051	FBtr0082682	Dmel_Dsim	100.000	0.5850	0.0838	0.1432
FBgn0038052_FBtr0082631	CG5538	CG5538	FBgn0038052	FBtr0082631	Dmel_Dsim	94.045	1.1239	0.1072	0.0954
FBgn0038053_FBtr0082632	CG18549	CG18549	FBgn0038053	FBtr0082632	Dmel_Dsim	100.000	0.0010	0.0001	0.1119
FBgn0038055_FBtr0082634	trus	CG5333	FBgn0038055	FBtr0082634	Dmel_Dsim	100.000	0.1594	0.0233	0.1461
FBgn0038056_FBtr0340187	CG5961	CG5961	FBgn0038056	FBtr0340187	Dmel_Dsim	99.103	0.1137	0.0177	0.1560
FBgn0038057_FBtr0082635	CG12267	CG12267	FBgn0038057	FBtr0082635	Dmel_Dsim	100.000	0.0259	0.0035	0.1350
FBgn0038058_FBtr0082680	CG5608	CG5608	FBgn0038058	FBtr0082680	Dmel_Dsim	100.000	0.0419	0.0070	0.1674
FBgn0038065_FBtr0082641	Snx3	CG6359	FBgn0038065	FBtr0082641	Dmel_Dsim	100.000	0.0010	0.0002	0.1611
FBgn0038070_FBtr0301150	CG6753	CG6753	FBgn0038070	FBtr0301150	Dmel_Dsim	100.000	0.0079	0.0010	0.1331
FBgn0038071_FBtr0082648	Dtg	CG6234	FBgn0038071	FBtr0082648	Dmel_Dsim	99.184	0.3749	0.0405	0.1080
FBgn0038073_FBtr0310613	CG14395	CG14395	FBgn0038073	FBtr0310613	Dmel_Dsim	98.882	0.0312	0.0053	0.1705
FBgn0038074_FBtr0082651	Gnmt	CG6188	FBgn0038074	FBtr0082651	Dmel_Dsim	100.000	0.0157	0.0030	0.1873
FBgn0038076_FBtr0082667	Cyp313a4	CG6802	FBgn0038076	FBtr0082667	Dmel_Dsim	100.000	0.0485	0.0081	0.1667
FBgn0038078_FBtr0082663	CG14391	CG14391	FBgn0038078	FBtr0082663	Dmel_Dsim	100.000	0.1517	0.0164	0.1080
FBgn0038079_FBtr0113228	NijC	CG14394	FBgn0038079	FBtr0113228	Dmel_Dsim	100.000	0.0010	0.0001	0.1159
FBgn0038080_FBtr0082656	CG12279	CG12279	FBgn0038080	FBtr0082656	Dmel_Dsim	100.000	0.1329	0.0193	0.1453
FBgn0038082_FBtr0082657	CG5724	CG5724	FBgn0038082	FBtr0082657	Dmel_Dsim	99.058	0.1178	0.1611	1.3680
FBgn0038083_FBtr0302379	CG5999	CG5999	FBgn0038083	FBtr0302379	Dmel_Dsim	100.000	0.2256	0.0372	0.1647
FBgn0038084_FBtr0082658	beat-Vc	CG14390	FBgn0038084	FBtr0082658	Dmel_Dsim	96.801	0.0736	0.0047	0.0636
FBgn0038087_FBtr0082688	beat-Va	CG10134	FBgn0038087	FBtr0082688	Dmel_Dsim	100.000	0.0149	0.0014	0.0965
FBgn0038088_FBtr0082687	CG10126	CG10126	FBgn0038088	FBtr0082687	Dmel_Dsim	100.000	0.2176	0.0256	0.1177
FBgn0038089_FBtr0082683	d-cup	CG14387	FBgn0038089	FBtr0082683	Dmel_Dsim	100.000	0.0679	0.0061	0.0898
FBgn0038090_FBtr0082685	CG10909	CG10909	FBgn0038090	FBtr0082685	Dmel_Dsim	99.427	0.6080	0.0658	0.1082
FBgn0038092_FBtr0082684	beat-Vb	CG31298	FBgn0038092	FBtr0082684	Dmel_Dsim	98.368	0.0595	0.0056	0.0938
FBgn0038095_FBtr0082691	Cyp304a1	CG7241	FBgn0038095	FBtr0082691	Dmel_Dsim	97.556	0.1279	0.0162	0.1271
FBgn0038097_FBtr0082731	CG14384	CG14384	FBgn0038097	FBtr0082731	Dmel_Dsim	92.655	0.7764	0.0835	0.1075
FBgn0038098_FBtr0082727	CG7381	CG7381	FBgn0038098	FBtr0082727	Dmel_Dsim	100.000	0.0653	0.0064	0.0982
FBgn0038099_FBtr0300278	CG7091	CG7091	FBgn0038099	FBtr0300278	Dmel_Dsim	98.656	0.1082	0.0186	0.1716
FBgn0038100_FBtr0082693	Paip2	CG12358	FBgn0038100	FBtr0082693	Dmel_Dsim	100.000	0.0010	0.0001	0.0902
FBgn0038102_FBtr0082724	CG14383	CG14383	FBgn0038102	FBtr0082724	Dmel_Dsim	100.000	0.2586	0.0351	0.1358
FBgn0038106_FBtr0082695	CG7488	CG7488	FBgn0038106	FBtr0082695	Dmel_Dsim	100.000	0.0890	0.0111	0.1250
FBgn0038107_FBtr0336813	CG17327	CG17327	FBgn0038107	FBtr0336813	Dmel_Dsim	66.906	0.5875	dN	dS
FBgn0038109_FBtr0082698	CG11656	CG11656	FBgn0038109	FBtr0082698	Dmel_Dsim	100.000	0.1380	0.0207	0.1503
FBgn0038110_FBtr0082719	CG8031	CG8031	FBgn0038110	FBtr0082719	Dmel_Dsim	100.000	0.2576	0.0245	0.0953
FBgn0038111_FBtr0082717	CG12360	CG12360	FBgn0038111	FBtr0082717	Dmel_Dsim	100.000	0.0785	0.0075	0.0954
FBgn0038113_FBtr0082705	CG11668	CG11668	FBgn0038113	FBtr0082705	Dmel_Dsim	100.000	0.2077	0.0256	0.1231
FBgn0038114_FBtr0300071	CG11670	CG11670	FBgn0038114	FBtr0300071	Dmel_Dsim	95.244	0.1883	0.0258	0.1369
FBgn0038115_FBtr0082715	CG7966	CG7966	FBgn0038115	FBtr0082715	Dmel_Dsim	100.000	0.0537	0.0073	0.1353
FBgn0038118_FBtr0082712	timeout	CG7855	FBgn0038118	FBtr0082712	Dmel_Dsim	100.000	0.1159	0.0094	0.0807
FBgn0038122_FBtr0082732	CG8138	CG8138	FBgn0038122	FBtr0082732	Dmel_Dsim	100.000	0.0357	0.0037	0.1027
FBgn0038123_FBtr0082783	CG8508	CG8508	FBgn0038123	FBtr0082783	Dmel_Dsim	98.885	0.4981	0.0627	0.1260
FBgn0038124_FBtr0300768	CG14380	CG14380	FBgn0038124	FBtr0300768	Dmel_Dsim	100.000	0.2445	0.0283	0.1159
FBgn0038125_FBtr0082734	CG8141	CG8141	FBgn0038125	FBtr0082734	Dmel_Dsim	98.958	0.7360	0.0680	0.0923
FBgn0038126_FBtr0082782	CG8483	CG8483	FBgn0038126	FBtr0082782	Dmel_Dsim	99.239	0.0594	0.0047	0.0790
FBgn0038127_FBtr0082781	CG8476	CG8476	FBgn0038127	FBtr0082781	Dmel_Dsim	100.000	0.2800	0.0210	0.0749
FBgn0038128_FBtr0082779	Ravus	CG15889	FBgn0038128	FBtr0082779	Dmel_Dsim	95.833	0.2088	0.0255	0.1222
FBgn0038129_FBtr0082778	CG8449	CG8449	FBgn0038129	FBtr0082778	Dmel_Dsim	98.647	0.0945	0.0109	0.1154
FBgn0038130_FBtr0082737	CG8630	CG8630	FBgn0038130	FBtr0082737	Dmel_Dsim	100.000	0.0054	0.0010	0.1846
FBgn0038131_FBtr0100257	CG15888	CG15888	FBgn0038131	FBtr0100257	Dmel_Dsim	100.000	0.0971	0.0150	0.1548
FBgn0038132_FBtr0082776	CG15887	CG15887	FBgn0038132	FBtr0082776	Dmel_Dsim	100.000	0.0549	0.0033	0.0604
FBgn0038133_FBtr0082738	Osi22	CG8644	FBgn0038133	FBtr0082738	Dmel_Dsim	100.000	0.0725	0.0118	0.1623
FBgn0038134_FBtr0082775	wntD	CG8458	FBgn0038134	FBtr0082775	Dmel_Dsim	100.000	0.0684	0.0073	0.1065
FBgn0038135_FBtr0290037	CG8773	CG8773	FBgn0038135	FBtr0290037	Dmel_Dsim	66.472	0.0566	0.0078	0.1381
FBgn0038139_FBtr0082773	PK2-R2	CG8795	FBgn0038139	FBtr0082773	Dmel_Dsim	96.417	0.0631	0.0064	0.1009
FBgn0038140_FBtr0082745	PK2-R1	CG8784	FBgn0038140	FBtr0082745	Dmel_Dsim	99.545	0.0526	0.0056	0.1059
FBgn0038142_FBtr0082749	CheA87a	CG14379	FBgn0038142	FBtr0082749	Dmel_Dsim	100.000	0.4821	0.0889	0.1844
FBgn0038143_FBtr0335460	CG9813	CG9813	FBgn0038143	FBtr0335460	Dmel_Dsim	100.000	0.1381	0.0123	0.0893
FBgn0038144_FBtr0082750	CG8870	CG8870	FBgn0038144	FBtr0082750	Dmel_Dsim	94.678	0.9161	0.1153	0.1259
FBgn0038145_FBtr0082752	Droj2	CG8863	FBgn0038145	FBtr0082752	Dmel_Dsim	100.000	0.0070	0.0011	0.1519
FBgn0038146_FBtr0082763	CG9799	CG9799	FBgn0038146	FBtr0082763	Dmel_Dsim	100.000	0.0793	0.0130	0.1637
FBgn0038147_FBtr0303263	CCHa2	CG14375	FBgn0038147	FBtr0303263	Dmel_Dsim	100.000	0.2996	0.0139	0.0463
FBgn0038149_FBtr0082760	GILT1	CG9796	FBgn0038149	FBtr0082760	Dmel_Dsim	100.000	0.0088	0.0017	0.1925
FBgn0038150_FBtr0082759	yellow-e3	CG17045	FBgn0038150	FBtr0082759	Dmel_Dsim	100.000	0.0538	0.0100	0.1855
FBgn0038151_FBtr0302576	yellow-e2	CG17044	FBgn0038151	FBtr0302576	Dmel_Dsim	100.000	0.0533	0.0083	0.1559
FBgn0038153_FBtr0336956	Ir87a	CG14376	FBgn0038153	FBtr0336956	Dmel_Dsim	99.315	0.1231	0.0199	0.1618
FBgn0038156_FBtr0303259	CG14372	CG14372	FBgn0038156	FBtr0303259	Dmel_Dsim	100.000	0.0326	0.0026	0.0802
FBgn0038159_FBtr0082789	CG14369	CG14369	FBgn0038159	FBtr0082789	Dmel_Dsim	95.378	0.3396	0.0171	0.0503
FBgn0038160_FBtr0082861	CG9759	CG9759	FBgn0038160	FBtr0082861	Dmel_Dsim	100.000	0.1766	0.0094	0.0530
FBgn0038161_FBtr0082794	CG9269	CG9269	FBgn0038161	FBtr0082794	Dmel_Dsim	97.651	0.2012	0.0108	0.0537
FBgn0038163_FBtr0082795	CG10841	CG10841	FBgn0038163	FBtr0082795	Dmel_Dsim	100.000	0.0362	0.0035	0.0970
FBgn0038165_FBtr0301654	Task6	CG9637	FBgn0038165	FBtr0301654	Dmel_Dsim	86.513	0.6391	0.2286	0.3577
FBgn0038166_FBtr0082849	CG9588	CG9588	FBgn0038166	FBtr0082849	Dmel_Dsim	100.000	0.0434	0.0075	0.1738
FBgn0038167_FBtr0301488	lkb1	CG9374	FBgn0038167	FBtr0301488	Dmel_Dsim	99.386	0.0192	0.0023	0.1221
FBgn0038168_FBtr0334530	omd	CG9591	FBgn0038168	FBtr0334530	Dmel_Dsim	99.698	0.0424	0.0054	0.1276
FBgn0038170_FBtr0082819	CG14367	CG14367	FBgn0038170	FBtr0082819	Dmel_Dsim	100.000	0.0355	0.0042	0.1181
FBgn0038172_FBtr0082845	Adgf-D	CG9621	FBgn0038172	FBtr0082845	Dmel_Dsim	100.000	0.0291	0.0059	0.2025
FBgn0038173_FBtr0082821	Adgf-C	CG9345	FBgn0038173	FBtr0082821	Dmel_Dsim	100.000	0.0648	0.0080	0.1232
FBgn0038179_FBtr0082825	CG9312	CG9312	FBgn0038179	FBtr0082825	Dmel_Dsim	98.341	0.5362	0.0421	0.0786
FBgn0038180_FBtr0082826	Cht5	CG9307	FBgn0038180	FBtr0082826	Dmel_Dsim	99.412	0.0590	0.0084	0.1418
FBgn0038181_FBtr0333191	CG9297	CG9297	FBgn0038181	FBtr0333191	Dmel_Dsim	98.853	0.0934	0.0081	0.0864
FBgn0038183_FBtr0082830	CG9286	CG9286	FBgn0038183	FBtr0082830	Dmel_Dsim	100.000	0.1215	0.0208	0.1711
FBgn0038186_FBtr0082881	CG14362	CG14362	FBgn0038186	FBtr0082881	Dmel_Dsim	93.913	0.3222	0.0216	0.0670
FBgn0038188_FBtr0082879	Art9	CG9929	FBgn0038188	FBtr0082879	Dmel_Dsim	98.265	0.1815	0.0208	0.1146
FBgn0038189_FBtr0082878	Art6	CG9927	FBgn0038189	FBtr0082878	Dmel_Dsim	100.000	0.1787	0.0255	0.1425
FBgn0038190_FBtr0347152	CG9926	CG9926	FBgn0038190	FBtr0347152	Dmel_Dsim	97.210	0.3966	0.0394	0.0995
FBgn0038191_FBtr0082876	CG9925	CG9925	FBgn0038191	FBtr0082876	Dmel_Dsim	99.554	0.6295	0.0931	0.1479
FBgn0038194_FBtr0089766	Cyp6d5	CG3050	FBgn0038194	FBtr0089766	Dmel_Dsim	100.000	0.1197	0.0222	0.1858
FBgn0038195_FBtr0082869	CG3061	CG3061	FBgn0038195	FBtr0082869	Dmel_Dsim	98.549	0.1332	0.0201	0.1508
FBgn0038196_FBtr0334297	CG9922	CG9922	FBgn0038196	FBtr0334297	Dmel_Dsim	100.000	0.0496	0.0038	0.0773
FBgn0038197_FBtr0305052	foxo	CG3143	FBgn0038197	FBtr0305052	Dmel_Dsim	98.878	0.0619	0.0084	0.1353
FBgn0038198_FBtr0082889	Npc2b	CG3153	FBgn0038198	FBtr0082889	Dmel_Dsim	100.000	0.0337	0.0051	0.1520
FBgn0038199_FBtr0113232	CCHa1	CG14358	FBgn0038199	FBtr0113232	Dmel_Dsim	97.802	0.2199	0.0362	0.1644
FBgn0038200_FBtr0082917	CG9920	CG9920	FBgn0038200	FBtr0082917	Dmel_Dsim	100.000	0.0010	0.0001	0.0994
FBgn0038201_FBtr0305681	PK1-R	CG9918	FBgn0038201	FBtr0305681	Dmel_Dsim	100.000	0.0234	0.0031	0.1316
FBgn0038203_FBtr0082890	Or88a	CG14360	FBgn0038203	FBtr0082890	Dmel_Dsim	100.000	0.1577	0.0174	0.1104
FBgn0038204_FBtr0301280	CG14357	CG14357	FBgn0038204	FBtr0301280	Dmel_Dsim	99.216	0.7000	0.1168	0.1668
FBgn0038205_FBtr0082912	Kif19A	CG9913	FBgn0038205	FBtr0082912	Dmel_Dsim	100.000	0.0418	0.0050	0.1206
FBgn0038206_FBtr0082891	twf	CG3172	FBgn0038206	FBtr0082891	Dmel_Dsim	100.000	0.0143	0.0025	0.1767
FBgn0038207_FBtr0082908	CG14356	CG14356	FBgn0038207	FBtr0082908	Dmel_Dsim	100.000	0.0772	0.0061	0.0795
FBgn0038208_FBtr0082907	CG14355	CG14355	FBgn0038208	FBtr0082907	Dmel_Dsim	99.512	0.0993	0.0138	0.1390
FBgn0038209_FBtr0082906	CG9722	CG9722	FBgn0038209	FBtr0082906	Dmel_Dsim	98.864	0.0914	0.0127	0.1386
FBgn0038210_FBtr0082894	CG3199	CG3199	FBgn0038210	FBtr0082894	Dmel_Dsim	100.000	0.1093	0.0159	0.1455
FBgn0038211_FBtr0082902	CG9649	CG9649	FBgn0038211	FBtr0082902	Dmel_Dsim	99.504	0.1632	0.0184	0.1130
FBgn0038213_FBtr0082897	CG9624	CG9624	FBgn0038213	FBtr0082897	Dmel_Dsim	100.000	0.1060	0.0163	0.1540
FBgn0038214_FBtr0300059	CG9616	CG9616	FBgn0038214	FBtr0300059	Dmel_Dsim	96.364	0.5729	0.0995	0.1736
FBgn0038217_FBtr0082952	CG14840	CG14840	FBgn0038217	FBtr0082952	Dmel_Dsim	99.007	0.3409	0.0313	0.0917
FBgn0038218_FBtr0082951	CG14841	CG14841	FBgn0038218	FBtr0082951	Dmel_Dsim	97.080	0.9703	0.0688	0.0709
FBgn0038219_FBtr0082920	CG14839	CG14839	FBgn0038219	FBtr0082920	Dmel_Dsim	99.117	0.3607	0.0462	0.1282
FBgn0038220_FBtr0344157	CG12207	CG12207	FBgn0038220	FBtr0344157	Dmel_Dsim	100.000	0.0268	0.0022	0.0811
FBgn0038223_FBtr0273391	Afti	CG8538	FBgn0038223	FBtr0273391	Dmel_Dsim	99.517	0.2773	0.0185	0.0668
FBgn0038224_FBtr0082931	ATPsynE	CG3321	FBgn0038224	FBtr0082931	Dmel_Dsim	100.000	0.1295	0.0102	0.0784
FBgn0038225_FBtr0082940	soti	CG8489	FBgn0038225	FBtr0082940	Dmel_Dsim	100.000	0.3900	0.0277	0.0710
FBgn0038233_FBtr0330045	HtrA2	CG8464	FBgn0038233	FBtr0330045	Dmel_Dsim	100.000	0.1279	0.0095	0.0740
FBgn0038234_FBtr0082953	mRpL11	CG3351	FBgn0038234	FBtr0082953	Dmel_Dsim	100.000	0.0153	0.0023	0.1512
FBgn0038235_FBtr0082986	CG8461	CG8461	FBgn0038235	FBtr0082986	Dmel_Dsim	100.000	0.0522	0.0069	0.1324
FBgn0038238_FBtr0113233	CG14854	CG14854	FBgn0038238	FBtr0113233	Dmel_Dsim	98.663	0.3015	0.0153	0.0506
FBgn0038246_FBtr0082961	CG14853	CG14853	FBgn0038246	FBtr0082961	Dmel_Dsim	99.333	0.0733	0.0084	0.1142
FBgn0038247_FBtr0344279	Cad88C	CG3389	FBgn0038247	FBtr0344279	Dmel_Dsim	99.874	0.0498	0.0063	0.1257
FBgn0038248_FBtr0082976	CG7886	CG7886	FBgn0038248	FBtr0082976	Dmel_Dsim	98.352	0.1675	0.0175	0.1045
FBgn0038250_FBtr0082966	CG3505	CG3505	FBgn0038250	FBtr0082966	Dmel_Dsim	100.000	0.1205	0.0160	0.1328
FBgn0038251_FBtr0082968	Hexim	CG3508	FBgn0038251	FBtr0082968	Dmel_Dsim	99.306	0.1646	0.0252	0.1530
FBgn0038252_FBtr0082969	BigH1	CG3509	FBgn0038252	FBtr0082969	Dmel_Dsim	99.292	0.3578	0.0478	0.1335
FBgn0038256_FBtr0083020	CG7530	CG7530	FBgn0038256	FBtr0083020	Dmel_Dsim	100.000	0.0758	0.0064	0.0845
FBgn0038257_FBtr0336877	smp-30	CG7390	FBgn0038257	FBtr0336877	Dmel_Dsim	100.000	0.1148	0.0200	0.1739
FBgn0038260_FBtr0082991	CG14855	CG14855	FBgn0038260	FBtr0082991	Dmel_Dsim	98.940	0.0869	0.0128	0.1475
FBgn0038261_FBtr0082992	CG14856	CG14856	FBgn0038261	FBtr0082992	Dmel_Dsim	99.461	0.0742	0.0124	0.1674
FBgn0038262_FBtr0082993	CG14857	CG14857	FBgn0038262	FBtr0082993	Dmel_Dsim	100.000	0.0524	0.0058	0.1099
FBgn0038266_FBtr0082994	CG3610	CG3610	FBgn0038266	FBtr0082994	Dmel_Dsim	100.000	0.0951	0.0194	0.2045
FBgn0038268_FBtr0344378	CG3631	CG3631	FBgn0038268	FBtr0344378	Dmel_Dsim	100.000	0.0246	0.0041	0.1652
FBgn0038269_FBtr0346063	Rrp6	CG7292	FBgn0038269	FBtr0346063	Dmel_Dsim	100.000	0.1645	0.0227	0.1381
FBgn0038271_FBtr0083000	UQCR-C1	CG3731	FBgn0038271	FBtr0083000	Dmel_Dsim	100.000	0.0010	0.0001	0.1015
FBgn0038272_FBtr0083009	CG7265	CG7265	FBgn0038272	FBtr0083009	Dmel_Dsim	100.000	0.0756	0.0108	0.1426
FBgn0038273_FBtr0289976	CG14860	CG14860	FBgn0038273	FBtr0289976	Dmel_Dsim	96.970	0.3164	0.0442	0.1397
FBgn0038274_FBtr0083008	Nup93-2	CG7262	FBgn0038274	FBtr0083008	Dmel_Dsim	100.000	0.2769	0.0291	0.1052
FBgn0038275_FBtr0083003	CG3817	CG3817	FBgn0038275	FBtr0083003	Dmel_Dsim	98.921	0.1875	0.0254	0.1357
FBgn0038277_FBtr0083006	RpS5b	CG7014	FBgn0038277	FBtr0083006	Dmel_Dsim	100.000	0.1308	0.0197	0.1506
FBgn0038279_FBtr0083004	Sdr	CG3837	FBgn0038279	FBtr0083004	Dmel_Dsim	100.000	0.1033	0.0154	0.1493
FBgn0038280_FBtr0083023	CG14861	CG14861	FBgn0038280	FBtr0083023	Dmel_Dsim	98.238	0.4810	0.0652	0.1355
FBgn0038282_FBtr0346114	dpr9	CG33485	FBgn0038282	FBtr0346114	Dmel_Dsim	100.000	0.3112	0.0144	0.0461
FBgn0038285_FBtr0083042	CG6974	CG6974	FBgn0038285	FBtr0083042	Dmel_Dsim	100.000	0.1414	0.0187	0.1322
FBgn0038286_FBtr0113236	CG6966	CG6966	FBgn0038286	FBtr0113236	Dmel_Dsim	100.000	0.0220	0.0027	0.1209
FBgn0038290_FBtr0083038	CG6912	CG6912	FBgn0038290	FBtr0083038	Dmel_Dsim	96.953	0.4065	0.0247	0.0608
FBgn0038291_FBtr0083025	CG3984	CG3984	FBgn0038291	FBtr0083025	Dmel_Dsim	95.414	1.0160	0.0396	0.0389
FBgn0038292_FBtr0083026	CG3987	CG3987	FBgn0038292	FBtr0083026	Dmel_Dsim	98.544	0.6177	0.0558	0.0903
FBgn0038294_FBtr0083031	Mf	CG6803	FBgn0038294	FBtr0083031	Dmel_Dsim	99.049	0.0010	0.0000	0.0321
FBgn0038295_FBtr0110961	Gyc88E	CG4154	FBgn0038295	FBtr0110961	Dmel_Dsim	99.407	0.0912	0.0093	0.1021
FBgn0038296_FBtr0083029	CG6752	CG6752	FBgn0038296	FBtr0083029	Dmel_Dsim	100.000	0.0167	0.0026	0.1585
FBgn0038299_FBtr0083140	Spn88Eb	CG6687	FBgn0038299	FBtr0083140	Dmel_Dsim	100.000	0.2578	0.0472	0.1830
FBgn0038300_FBtr0083048	CG4203	CG4203	FBgn0038300	FBtr0083048	Dmel_Dsim	100.000	0.0247	0.0021	0.0853
FBgn0038301_FBtr0083139	CG6654	CG6654	FBgn0038301	FBtr0083139	Dmel_Dsim	100.000	0.0422	0.0067	0.1584
FBgn0038302_FBtr0083049	CG4210	CG4210	FBgn0038302	FBtr0083049	Dmel_Dsim	100.000	0.0863	0.0149	0.1732
FBgn0038303_FBtr0083138	SIDL	CG6623	FBgn0038303	FBtr0083138	Dmel_Dsim	99.738	0.0184	0.0028	0.1524
FBgn0038304_FBtr0083051	CG12241	CG12241	FBgn0038304	FBtr0083051	Dmel_Dsim	100.000	0.0010	0.0001	0.1068
FBgn0038306_FBtr0083134	Art3	CG6563	FBgn0038306	FBtr0083134	Dmel_Dsim	100.000	0.2140	0.0267	0.1249
FBgn0038307_FBtr0083054	mRpS10	CG4247	FBgn0038307	FBtr0083054	Dmel_Dsim	96.532	0.0879	0.0082	0.0938
FBgn0038309_FBtr0113238	CG6499	CG6499	FBgn0038309	FBtr0113238	Dmel_Dsim	99.381	0.0583	0.0073	0.1257
FBgn0038311_FBtr0083128	CG14864	CG14864	FBgn0038311	FBtr0083128	Dmel_Dsim	98.004	0.4049	0.0431	0.1063
FBgn0038312_FBtr0290018	Zip88E	CG4334	FBgn0038312	FBtr0290018	Dmel_Dsim	100.000	0.1466	0.0114	0.0779
FBgn0038313_FBtr0083066	CG4338	CG4338	FBgn0038313	FBtr0083066	Dmel_Dsim	97.993	0.1244	0.0134	0.1080
FBgn0038315_FBtr0273405	CG14866	CG14866	FBgn0038315	FBtr0273405	Dmel_Dsim	98.377	0.1236	0.0144	0.1163
FBgn0038316_FBtr0083123	CG6276	CG6276	FBgn0038316	FBtr0083123	Dmel_Dsim	100.000	0.0546	0.0084	0.1545
FBgn0038318_FBtr0083122	CG6236	CG6236	FBgn0038318	FBtr0083122	Dmel_Dsim	100.000	0.0779	0.0097	0.1250
FBgn0038319_FBtr0083084	mRpL9	CG31478	FBgn0038319	FBtr0083084	Dmel_Dsim	100.000	0.1383	0.0169	0.1225
FBgn0038320_FBtr0083085	Sra-1	CG4931	FBgn0038320	FBtr0083085	Dmel_Dsim	100.000	0.0010	0.0001	0.0984
FBgn0038321_FBtr0083119	CG6218	CG6218	FBgn0038321	FBtr0083119	Dmel_Dsim	97.368	0.0482	0.0088	0.1831
FBgn0038324_FBtr0083089	CG5038	CG5038	FBgn0038324	FBtr0083089	Dmel_Dsim	100.000	0.0411	0.0045	0.1101
FBgn0038325_FBtr0083115	Atg4b	CG6194	FBgn0038325	FBtr0083115	Dmel_Dsim	99.626	0.0457	0.0032	0.0708
FBgn0038326_FBtr0083091	CG5044	CG5044	FBgn0038326	FBtr0083091	Dmel_Dsim	99.612	0.0445	0.0059	0.1321
FBgn0038327_FBtr0347564	Trax	CG5063	FBgn0038327	FBtr0347564	Dmel_Dsim	100.000	0.0686	0.0057	0.0830
FBgn0038330_FBtr0083109	CG14868	CG14868	FBgn0038330	FBtr0083109	Dmel_Dsim	100.000	0.0428	0.0075	0.1756
FBgn0038331_FBtr0083094	Ccm3	CG5073	FBgn0038331	FBtr0083094	Dmel_Dsim	100.000	0.0010	0.0000	0.0259
FBgn0038332_FBtr0303235	CG6136	CG6136	FBgn0038332	FBtr0303235	Dmel_Dsim	98.859	0.0459	0.0070	0.1519
FBgn0038334_FBtr0083107	h-cup	CG6130	FBgn0038334	FBtr0083107	Dmel_Dsim	98.289	0.2271	0.0415	0.1825
FBgn0038337_FBtr0083106	CG6125	CG6125	FBgn0038337	FBtr0083106	Dmel_Dsim	100.000	0.0644	0.0070	0.1093
FBgn0038339_FBtr0113240	CG6118	CG6118	FBgn0038339	FBtr0113240	Dmel_Dsim	97.582	0.0836	0.0118	0.1407
FBgn0038341_FBtr0083160	AdamTS-A	CG14869	FBgn0038341	FBtr0083160	Dmel_Dsim	100.000	0.0514	0.0074	0.1442
FBgn0038342_FBtr0083145	B9d1	CG14870	FBgn0038342	FBtr0083145	Dmel_Dsim	100.000	0.0592	0.0088	0.1486
FBgn0038343_FBtr0300174	Trissin	CG14871	FBgn0038343	FBtr0300174	Dmel_Dsim	97.685	0.0010	0.0001	0.1279
FBgn0038344_FBtr0083147	CG5205	CG5205	FBgn0038344	FBtr0083147	Dmel_Dsim	99.611	0.0822	0.0107	0.1307
FBgn0038345_FBtr0083148	CG5213	CG5213	FBgn0038345	FBtr0083148	Dmel_Dsim	97.012	0.4769	0.0999	0.2095
FBgn0038348_FBtr0345258	AOX2	CG18519	FBgn0038348	FBtr0345258	Dmel_Dsim	99.881	0.0722	0.0126	0.1749
FBgn0038353_FBtr0083164	CG5399	CG5399	FBgn0038353	FBtr0083164	Dmel_Dsim	97.248	0.1322	0.0313	0.2370
