"Gene_name","dN","dS","micro-synteny","tag"
"OR6C1",0.0848,0.5982,"NO","human"
"OR6C2",0.0668,0.4707,"NO","human"
"OR6C3",0.0692,0.5142,"NO","human"
"OR6C6",0.0874,0.446,"NO","human"
"OR6C65",0.0993,0.6591,"NO","human"
"OR6C68",0.0904,0.5062,"NO","human"
"OR6C70",0.1163,0.6107,"NO","human"
"OR6C74",0.0686,0.4849,"YES","human"
"OR6C75",0.0711,0.3976,"NO","human"
"OR6C76",0.0841,0.6055,"NO","human"
"OR6F1",0.1058,0.8972,"NO","human"
"OR6K2",0.095,0.6087,"NO","human"
"OR6K3",0.142,1.5087,"NO","human"
"OR6K6",0.0909,0.5758,"NO","human"
"OR6N1",0.0659,0.6254,"NO","human"
"OR6N2",0.0817,0.5414,"NO","human"
"OR6P1",0.3621,60.6478,"NO","human"
"OR6S1",0.1076,0.6948,"YES","human"
"OR6X1",0.0815,0.5761,"NO","human"
"OR6Y1",0.3339,16.469,"NO","human"
"OR7A10",0.2386,0.8129,"NO","human"
"OR7A17",0.2522,0.8825,"NO","human"
"OR7A5",0.2628,0.7695,"NO","human"
"OR7C2",0.1839,0.6188,"NO","human"
"OR7D4",0.1725,0.8913,"NO","human"
"OR7E24",0.2471,0.6452,"NO","human"
"OR7G1",0.2556,0.8043,"NO","human"
"OR7G2",0.2312,0.8707,"NO","human"
"OR7G3",0.1523,0.9319,"NO","human"
"OR8A1",0.0815,0.836,"NO","human"
"OR8B12",0.0833,0.8867,"NO","human"
"OR8B2",0.1092,0.6235,"NO","human"
"OR8B3",0.1039,0.5973,"NO","human"
"OR8B4",0.0872,0.5854,"NO","human"
"OR8B8",0.0749,0.5884,"NO","human"
"OR8D1",0.0919,0.5611,"NO","human"
"OR8D2",0.1039,0.6367,"NO","human"
"OR8D4",0.0872,0.5662,"YES","human"
"OR8G1",0.1378,0.6316,"NO","human"
"OR8G5",0.1537,0.5813,"NO","human"
"OR8H1",0.1776,0.6743,"NO","human"
"OR8H2",0.1938,0.7135,"NO","human"
"OR8H3",0.186,0.7517,"NO","human"
"OR8I2",0.0841,0.6591,"NO","human"
"OR8J1",0.1033,0.6926,"NO","human"
"OR8J3",0.1011,0.6266,"NO","human"
"OR8K1",0.1122,0.8603,"NO","human"
"OR8K3",0.1779,0.8029,"NO","human"
"OR8K5",0.155,0.6995,"NO","human"
"OR8S1",0.331,1.2366,"NO","human"
"OR8U1",0.0867,0.647,"NO","human"
"OR9A2",0.1101,0.6417,"NO","human"
"OR9A4",0.0877,0.5274,"NO","human"
"OR9G1",0.159,0.8355,"NO","human"
"OR9G4",0.0694,0.5453,"NO","human"
"OR9I1",0.1218,0.9845,"NO","human"
"OR9K2",0.0637,0.5986,"NO","human"
"OR9Q1",0.0973,0.5523,"NO","human"
"OR9Q2",0.0841,0.7664,"NO","human"
"ORAI1",0.0513,0.7431,"YES","human"
"ORAI2",0.0164,1.0688,"NO","human"
"ORAI3",0.05,0.5291,"YES","human"
"ORC1",0.2102,0.5982,"NO","human"
"ORC2",0.1243,0.374,"YES","human"
"ORC3",0.1124,0.4307,"NO","human"
"ORC4",0.0525,0.4403,"YES","human"
"ORC5",0.0304,0.4452,"NO","human"
"ORC6",0.1316,0.4634,"NO","human"
"ORM1",0.46,1.1,"YES","human"
"ORM2",0.4956,0.9634,"NO","human"
"ORMDL1",0.0061,0.4026,"NO","human"
"ORMDL2",0.0123,0.4505,"NO","human"
"ORMDL3",0.0149,1.1277,"NO","human"
"OS9",0.0959,0.6295,"NO","human"
"OSBP",0.0201,0.3966,"NO","human"
"OSBP2",0.0944,0.6475,"NO","human"
"OSBPL10",0.0481,0.5768,"NO","human"
"OSBPL11",0.0402,0.5438,"NO","human"
"OSBPL1A",0.0421,0.5025,"YES","human"
"OSBPL2",0.049,0.7406,"YES","human"
"OSBPL3",0.0423,0.601,"YES","human"
"OSBPL5",0.0734,1.1515,"NO","human"
"OSBPL6",0.01,0.499,"YES","human"
"OSBPL7",0.0344,0.6696,"NO","human"
"OSBPL8",0.0187,0.5361,"NO","human"
"OSBPL9",0.0112,0.3495,"NO","human"
"OSCAR",0.2973,1.0695,"NO","human"
"OSCP1",0.0739,0.5186,"NO","human"
"OSER1",0.0768,0.3233,"YES","human"
"OSGEP",0.035,0.5601,"YES","human"
"OSGEPL1",0.0811,0.5418,"NO","human"
"OSGIN1",0.0968,1.0626,"NO","human"
"OSGIN2",0.0411,0.4235,"NO","human"
"OSM",0.4048,1.4209,"NO","human"
"OSMR",0.3235,0.6106,"NO","human"
"OSR1",0.0103,0.5261,"NO","human"
"OSR2",0.0686,0.5503,"NO","human"
"OST4",0,0,"YES","human"
"OSTF1",0.0178,0.5927,"NO","human"
"OSTM1",0.1361,0.7081,"NO","human"
"OSTN",0.1425,0.5237,"YES","human"
"OTC",0.0385,0.393,"YES","human"
"OTOA",0.1353,0.539,"NO","human"
"OTOF",0.0236,0.7501,"YES","human"
"OTOG",0.1058,0.5857,"YES","human"
"OTOGL",0.0682,0.6418,"NO","human"
"OTOL1",0.2189,0.6567,"NO","human"
"OTOP1",0.1281,0.9376,"NO","human"
"OTOP2",0.0796,1.0415,"NO","human"
"OTOP3",0.1128,1.0049,"NO","human"
"OTOR",0.0741,0.6731,"YES","human"
"OTOS",0.112,0.6791,"NO","human"
"OTP",0,0,"NO","human"
"OTUB1",0.0016,0.4614,"NO","human"
"OTUB2",0.0268,0.3707,"NO","human"
"OTUD1",0.0985,0.9097,"YES","human"
"OTUD3",0.091,0.5151,"NO","human"
"OTUD4",0.0631,0.381,"NO","human"
"OTUD5",0.0086,0.4239,"NO","human"
"OTUD6A",0.248,3.5564,"YES","human"
"OTUD6B",0.0811,0.4859,"NO","human"
"OTUD7A",0.0347,0.6828,"NO","human"
"OTUD7B",0.0456,0.3429,"NO","human"
"OTULIN",0.0508,0.4659,"NO","human"
"OTX1",0.0116,0.7238,"NO","human"
"OTX2",0.0031,0.2184,"NO","human"
"OVCA2",0.0877,0.5068,"NO","human"
"OVCH2",0.1348,0.4476,"NO","human"
"OVGP1",0.2521,0.5249,"NO","human"
"OVOL1",0.019,0.7092,"NO","human"
"OVOL2",0.0539,0.9202,"NO","human"
"OVOL3",0.0628,0.8511,"NO","human"
"OXA1L",0.1667,0.5917,"NO","human"
"OXCT1",0.0389,0.5879,"NO","human"
"OXCT2",0.144,1.4348,"NO","human"
"OXGR1",0.0794,0.764,"YES","human"
"OXLD1",0.2953,0.9507,"YES","human"
"OXNAD1",0.116,0.4109,"NO","human"
"OXR1",0.0943,0.5479,"NO","human"
"OXSM",0.0891,0.5878,"NO","human"
"OXSR1",0.0187,0.3991,"NO","human"
"OXT",0.0541,1.2888,"YES","human"
"OXTR",0.0401,1.5603,"NO","human"
"P2RX1",0.0532,0.6679,"NO","human"
"P2RX2",0.1084,0.7658,"NO","human"
"P2RX3",0.0291,0.613,"NO","human"
"P2RX4",0.07,0.7041,"NO","human"
"P2RX5",0.2414,0.9096,"YES","human"
"P2RX5-TAX1BP3",0.2575,0.942,"NO","human"
"P2RX6",0.1282,0.7138,"NO","human"
"P2RX7",0.1096,0.7436,"NO","human"
"P2RY1",0.0258,0.7184,"NO","human"
"P2RY10",0.0782,0.5194,"YES","human"
"P2RY12",0.0764,0.812,"NO","human"
"P2RY13",0.1416,0.7761,"NO","human"
"P2RY14",0.0979,0.8232,"YES","human"
"P2RY2",0.0481,0.8852,"NO","human"
"P2RY4",0.106,0.4839,"YES","human"
"P2RY6",0.0729,0.8902,"NO","human"
"P3H1",0.1049,0.5829,"NO","human"
"P3H2",0.052,0.5986,"YES","human"
"P3H3",0.0614,0.5116,"NO","human"
"P3H4",0.0428,0.7706,"YES","human"
"P4HA1",0.0363,0.5555,"NO","human"
"P4HA2",0.0434,0.5667,"NO","human"
"P4HA3",0.1093,0.514,"NO","human"
"P4HB",0.0314,0.8213,"NO","human"
"P4HTM",0.0522,0.774,"NO","human"
"PA2G4",0.0048,0.356,"NO","human"
"PABPC1",0.0971,0.5697,"YES","human"
"PABPC1L",0.1241,0.7792,"YES","human"
"PABPC3",0.1283,0.5631,"NO","human"
"PABPC4",0.0109,0.4288,"NO","human"
"PABPC4L",0.095,0.9631,"NO","human"
"PABPC5",0.0251,0.5556,"NO","human"
"PABPN1",0.0144,0.2074,"NO","human"
"PABPN1L",0.2186,1.0017,"YES","human"
"PACRG",0.0369,0.4576,"NO","human"
"PACRGL",0.0596,0.6187,"NO","human"
"PACS1",0.0119,0.5265,"NO","human"
"PACS2",0.025,0.9333,"NO","human"
"PACSIN1",0.0201,0.84,"NO","human"
"PACSIN2",0.0308,0.6693,"YES","human"
"PACSIN3",0.0262,0.8731,"NO","human"
"PADI1",0.1374,1.147,"NO","human"
"PADI2",0.0347,0.8459,"NO","human"
"PADI3",0.0676,0.8814,"NO","human"
"PADI4",0.1478,0.8298,"NO","human"
"PADI6",0.2095,0.9768,"NO","human"
"PAEP",1.0118,12.529,"NO","human"
"PAF1",0.0052,0.6092,"NO","human"
"PAFAH1B1",0.0011,0.2166,"NO","human"
"PAFAH1B2",0.002,0.418,"NO","human"
"PAFAH1B3",0.3217,0.8647,"YES","human"
"PAFAH2",0.1217,0.6088,"NO","human"
"PAG1",0.1145,0.9257,"YES","human"
"PAGR1",0.0168,1.0344,"NO","human"
"PAH",0.0415,0.5502,"YES","human"
"PAICS",0.025,0.602,"YES","human"
"PAIP1",0.0101,0.3397,"NO","human"
"PAIP2",0.0065,0.0845,"YES","human"
"PAIP2B",0.0631,0.3003,"NO","human"
"PAK1",0.0301,0.3956,"NO","human"
"PAK1IP1",0.1649,0.555,"NO","human"
"PAK2",0.0135,0.4799,"NO","human"
"PAK3",0.0067,0.3343,"YES","human"
"PAK4",0.0349,0.8257,"NO","human"
"PAK5",0.0291,0.4288,"YES","human"
"PAK6",0.036,0.5336,"NO","human"
"PALB2",0.2681,0.5304,"YES","human"
"PALD1",0.1029,1.0789,"NO","human"
"PALLD",0.0702,0.5504,"NO","human"
"PALM",0.1012,1.3609,"YES","human"
"PALM2",0.0366,0.4324,"YES","human"
"PALM2-AKAP2",0.0825,0.614,"YES","human"
"PALM3",0.381,0.8896,"NO","human"
"PALMD",0.1201,0.5483,"NO","human"
"PAM",0.0485,0.4802,"NO","human"
"PAM16",0.0228,0.57,"YES","human"
"PAMR1",0.0511,0.5787,"NO","human"
"PAN2",0.0169,0.4677,"NO","human"
"PAN3",0.0262,0.3064,"NO","human"
"PANK1",0.0818,0.4563,"YES","human"
"PANK2",0.0604,0.362,"YES","human"
"PANK3",0.0037,0.3021,"NO","human"
"PANK4",0.0394,0.9827,"NO","human"
"PANX1",0.0713,0.7255,"NO","human"
"PANX2",0.0321,1.1132,"YES","human"
"PANX3",0.0671,0.3954,"NO","human"
"PAOX",0.0984,0.9538,"NO","human"
"PAPLN",0.1499,0.7577,"YES","human"
"PAPOLA",0.0194,0.204,"YES","human"
"PAPOLB",0.082,0.5069,"NO","human"
"PAPOLG",0.0262,0.3415,"NO","human"
"PAPPA",0.0527,0.4604,"NO","human"
"PAPPA2",0.1246,0.4912,"NO","human"
"PAPSS1",0.0069,0.6621,"NO","human"
"PAPSS2",0.0473,0.6077,"YES","human"
"PAQR3",0.0112,0.3789,"NO","human"
"PAQR4",0.0177,0.6237,"NO","human"
"PAQR5",0.0408,0.5414,"NO","human"
"PAQR6",0.315,76.3839,"NO","human"
"PAQR7",0.0934,0.7847,"NO","human"
"PAQR8",0.0282,0.8674,"NO","human"
"PAQR9",0.0278,0.9602,"NO","human"
"PARD3",0.0425,0.7179,"NO","human"
"PARD3B",0.0866,0.4621,"NO","human"
"PARD6A",0.0358,0.321,"YES","human"
"PARD6B",0.0458,1.5527,"NO","human"
"PARD6G",0.1138,1.5647,"NO","human"
"PARG",0.0861,0.3772,"NO","human"
"PARK7",0.0493,0.7325,"NO","human"
"PARL",0.0471,0.4785,"YES","human"
"PARM1",0.2631,0.527,"YES","human"
"PARN",0.0613,0.5377,"YES","human"
"PARP1",0.0369,0.7525,"NO","human"
"PARP10",0.2457,0.8475,"NO","human"
"PARP11",0.0269,0.5886,"NO","human"
"PARP12",0.1104,0.6901,"YES","human"
"PARP14",0.2507,0.6965,"NO","human"
"PARP16",0.0504,0.564,"NO","human"
"PARP2",0.0709,0.4869,"YES","human"
"PARP3",0.1118,0.8667,"NO","human"
"PARP4",0.2694,0.7821,"NO","human"
"PARP6",0.0015,0.2212,"NO","human"
"PARP8",0.0212,0.5093,"NO","human"
"PARP9",0.3135,0.5751,"NO","human"
"PARPBP",0.1875,0.547,"NO","human"
"PARS2",0.1018,0.5969,"NO","human"
"PARVA",0.0074,0.5039,"NO","human"
"PARVB",0.091,1.3287,"YES","human"
"PARVG",0.1205,0.7456,"NO","human"
"PASK",0.182,0.7243,"YES","human"
"PATE1",0.2899,0.517,"NO","human"
"PATE2",0.2331,0.4058,"NO","human"
"PATE3",0.2672,0.386,"NO","human"
"PATE4",0.5786,0.713,"NO","human"
"PATJ",0.1094,0.6223,"YES","human"
"PATL1",0.0191,0.2451,"NO","human"
"PATL2",0.2349,0.5552,"YES","human"
"PATZ1",0.0056,0.5048,"NO","human"
"PAWR",0.1257,0.5434,"NO","human"
"PAX1",0.0928,0.8619,"NO","human"
"PAX2",0.0864,0.3959,"YES","human"
"PAX3",0.0056,0.4069,"NO","human"
"PAX4",0.1841,0.4873,"NO","human"
"PAX5",0.0035,0.356,"NO","human"
"PAX6",0.0011,0.2492,"NO","human"
"PAX7",0.0877,0.9149,"YES","human"
"PAX8",0.0122,0.4371,"NO","human"
"PAX9",0.0065,0.3819,"NO","human"
"PAXBP1",0.0222,0.4584,"NO","human"
"PAXIP1",0.0767,0.908,"NO","human"
"PAXX",0.1465,0.6815,"NO","human"
"PBDC1",0.1093,0.5821,"NO","human"
"PBK",0.0629,0.5543,"NO","human"
"PBLD",0.125,0.7413,"NO","human"
"PBRM1",0.0082,0.3609,"NO","human"
"PBX1",0,0,"NO","human"
"PBX2",0.0096,0.4642,"NO","human"
"PBX3",0.0011,0.1503,"NO","human"
"PBX4",0.1231,0.626,"NO","human"
"PBXIP1",0.173,0.6474,"NO","human"
"PC",0.0151,0.6994,"NO","human"
"PCBD1",0.0043,0.5169,"NO","human"
"PCBD2",0.1601,0.6708,"NO","human"
"PCBP1",0,0,"NO","human"
"PCBP3",0.0121,0.3124,"NO","human"
"PCBP4",0.0117,0.3427,"YES","human"
"PCCA",0.0556,0.4775,"NO","human"
"PCCB",0.0411,0.4938,"NO","human"
"PCDH1",0.0321,0.6129,"YES","human"
"PCDH10",0.0156,0.5983,"NO","human"
"PCDH11X",0.0965,0.4705,"YES","human"
"PCDH11Y",0.0875,0.4568,"NO","human"
"PCDH12",0.1184,0.5372,"YES","human"
"PCDH15",0.0897,0.7264,"NO","human"
"PCDH17",0.0076,0.5423,"NO","human"
"PCDH18",0.036,0.6109,"NO","human"
"PCDH19",0.0158,0.5952,"NO","human"
"PCDH20",0.0399,0.5052,"NO","human"
"PCDH7",0.0318,0.5329,"NO","human"
"PCDH8",0.0286,0.7267,"YES","human"
"PCDH9",0.0082,0.3344,"NO","human"
"PCDHA1",0.0874,0.5379,"NO","human"
"PCDHA10",0.0948,0.6016,"NO","human"
"PCDHA11",0.0844,0.6008,"NO","human"
"PCDHA13",0.0765,0.6395,"NO","human"
"PCDHA2",0.0776,0.5746,"NO","human"
"PCDHA3",0.0796,0.5861,"NO","human"
"PCDHA4",0.1222,0.829,"NO","human"
"PCDHA5",0.2882,0.8157,"NO","human"
"PCDHA6",0.0809,0.6393,"NO","human"
"PCDHA7",0.0901,0.6405,"NO","human"
"PCDHA8",0.1029,0.6695,"NO","human"
"PCDHA9",0.0991,0.6964,"NO","human"
"PCDHAC1",0.0883,0.4015,"NO","human"
"PCDHAC2",0.0346,0.4004,"NO","human"
"PCDHB1",0.0659,0.5473,"YES","human"
"PCDHB10",0.1279,0.6073,"NO","human"
"PCDHB11",0.155,0.693,"NO","human"
"PCDHB12",0.1559,0.6127,"NO","human"
"PCDHB13",0.1527,0.6718,"YES","human"
"PCDHB14",0.1227,0.5635,"NO","human"
"PCDHB15",0.1445,0.5576,"NO","human"
"PCDHB16",0.1396,0.6753,"NO","human"
"PCDHB2",0.1407,0.5896,"NO","human"
"PCDHB3",0.1182,0.6835,"NO","human"
"PCDHB4",0.1132,0.5899,"YES","human"
"PCDHB5",0.1481,0.6849,"YES","human"
"PCDHB6",0.1261,0.6985,"NO","human"
"PCDHB7",0.129,0.6387,"NO","human"
"PCDHB9",0.1361,0.63,"NO","human"
"PCDHGA1",0.0966,0.6773,"NO","human"
"PCDHGA10",0.0644,0.6018,"NO","human"
"PCDHGA11",0.0939,0.6899,"NO","human"
"PCDHGA12",0.0755,0.6422,"NO","human"
"PCDHGA2",0.0836,0.6284,"NO","human"
"PCDHGA3",0.0869,0.6322,"NO","human"
"PCDHGA4",0.09,0.6367,"NO","human"
"PCDHGA5",0.0844,0.6383,"NO","human"
"PCDHGA6",0.1221,0.5792,"NO","human"
"PCDHGA7",0.088,0.6281,"NO","human"
"PCDHGA8",0.0935,0.5453,"NO","human"
"PCDHGA9",0.0919,0.6154,"NO","human"
"PCDHGB1",0.0976,0.554,"NO","human"
"PCDHGB2",0.0931,0.5939,"NO","human"
"PCDHGB4",0.0867,0.6172,"NO","human"
"PCDHGB5",0.0819,0.6154,"NO","human"
"PCDHGB6",0.0948,0.6404,"NO","human"
"PCDHGB7",0.1044,0.6128,"NO","human"
"PCDHGC3",0.0409,0.4484,"NO","human"
"PCDHGC4",0.0092,0.366,"NO","human"
"PCDHGC5",0.0378,0.4178,"NO","human"
"PCED1A",0.0795,0.3383,"YES","human"
"PCED1B",0.3184,0.96,"YES","human"
"PCF11",0.029,0.3449,"NO","human"
"PCGF1",0.009,0.4364,"NO","human"
"PCGF2",0.0238,0.6298,"YES","human"
"PCGF3",0.0088,0.9215,"NO","human"
"PCGF5",0.0134,0.5084,"YES","human"
"PCGF6",0.0676,0.4371,"YES","human"
"PCID2",0.0134,0.7599,"YES","human"
"PCIF1",0.0205,0.5128,"NO","human"
"PCK1",0.0442,0.8935,"NO","human"
"PCK2",0.0382,0.4342,"NO","human"
"PCLAF",0.0954,0.3971,"NO","human"
"PCLO",0.0899,0.5458,"NO","human"
"PCM1",0.0527,0.4465,"NO","human"
"PCMT1",0.0273,0.3267,"NO","human"
"PCMTD1",0.0073,0.4376,"NO","human"
"PCMTD2",0.0528,0.7478,"NO","human"
"PCNA",0.0186,0.5164,"YES","human"
"PCNT",0.2799,1.1104,"NO","human"
"PCNX1",0.0489,0.5802,"YES","human"
"PCNX2",0.1123,0.9036,"YES","human"
"PCNX3",0.0248,0.5933,"NO","human"
"PCNX4",0.1378,0.6397,"YES","human"
"PCOLCE",0.0948,0.6944,"NO","human"
"PCOLCE2",0.0697,0.577,"NO","human"
"PCP2",0.119,0.9838,"NO","human"
"PCP4",0.0134,0.8703,"YES","human"
"PCP4L1",0.0686,0.4026,"NO","human"
"PCSK1",0.0376,0.4546,"NO","human"
"PCSK1N",0.0891,0.774,"NO","human"
"PCSK2",0.015,0.5422,"YES","human"
"PCSK4",0.1155,1.2305,"NO","human"
"PCSK5",0.1078,0.6774,"NO","human"
"PCSK6",0.0505,0.6643,"NO","human"
"PCSK7",0.0669,0.4856,"NO","human"
"PCSK9",0.1372,0.7644,"YES","human"
"PCTP",0.1636,0.8419,"YES","human"
"PCYOX1",0.1229,1.1084,"NO","human"
"PCYOX1L",0.0302,0.7083,"NO","human"
"PCYT1A",0.0189,0.4787,"NO","human"
"PCYT1B",0.0103,0.3808,"NO","human"
"PCYT2",0.0435,0.7119,"YES","human"
"PDAP1",0.0166,0.6549,"YES","human"
"PDC",0.062,0.6755,"NO","human"
"PDCD1",0.3001,0.8399,"NO","human"
"PDCD10",0.0022,0.2311,"NO","human"
"PDCD11",0.1124,0.5737,"YES","human"
"PDCD1LG2",0.2172,0.4938,"NO","human"
"PDCD2",0.093,0.5908,"NO","human"
"PDCD2L",0.1738,0.5315,"NO","human"
"PDCD4",0.0146,0.5452,"NO","human"
"PDCD5",0.0273,0.3412,"NO","human"
"PDCD6",0.0046,1.1003,"NO","human"
"PDCD7",0.0529,0.5111,"NO","human"
"PDCL",0.0386,0.4677,"NO","human"
"PDCL2",0.0592,0.5081,"YES","human"
"PDCL3",0.0474,0.7628,"NO","human"
"PDE10A",0.0265,0.7323,"NO","human"
"PDE11A",0.0725,0.5411,"NO","human"
"PDE12",0.0602,0.496,"NO","human"
"PDE1A",0.038,0.4975,"YES","human"
"PDE1B",0.02,0.4128,"YES","human"
"PDE1C",0.0626,0.6178,"YES","human"
"PDE2A",0.0418,0.661,"NO","human"
"PDE3A",0.0924,0.5601,"NO","human"
"PDE3B",0.1003,0.3883,"YES","human"
"PDE4A",0.0969,0.8872,"YES","human"
"PDE4B",0.0851,0.6776,"NO","human"
"PDE4C",0.1663,1.2762,"NO","human"
"PDE4D",0.0783,0.6468,"NO","human"
"PDE4DIP",0.111,0.545,"NO","human"
"PDE5A",0.0323,0.4609,"NO","human"
"PDE6A",0.026,0.7147,"NO","human"
"PDE6B",0.0346,1.1271,"NO","human"
"PDE6C",0.0723,0.6578,"YES","human"
"PDE6D",0.0093,0.2774,"NO","human"
"PDE6G",0.0205,0.5303,"YES","human"
"PDE6H",0.0459,0.6305,"YES","human"
"PDE7A",0.0297,0.3318,"YES","human"
"PDE7B",0.0657,0.5057,"NO","human"
"PDE8A",0.1168,0.514,"NO","human"
"PDE8B",0.0205,0.44,"NO","human"
"PDE9A",0.0343,0.8021,"YES","human"
"PDF",0.142,1.7937,"NO","human"
"PDGFA",0.0488,0.7223,"NO","human"
"PDGFB",0.0526,0.7103,"YES","human"
"PDGFC",0.0751,0.5451,"NO","human"
"PDGFD",0.0715,0.5097,"NO","human"
"PDGFRA",0.0435,0.6055,"NO","human"
"PDGFRB",0.0729,0.7966,"NO","human"
"PDGFRL",0.0547,0.7494,"NO","human"
"PDHA1",0.0108,0.6022,"NO","human"
"PDHA2",0.1473,0.8665,"NO","human"
"PDHB",0.0314,0.4864,"YES","human"
"PDHX",0.0827,0.5502,"NO","human"
"PDIA2",0.1248,0.9418,"NO","human"
"PDIA3",0.0363,0.3862,"NO","human"
"PDIA4",0.0605,0.5537,"NO","human"
"PDIA5",0.0475,0.4899,"NO","human"
"PDIA6",0.0405,0.6604,"NO","human"
"PDIK1L",0.0027,0.3085,"YES","human"
"PDILT",0.167,0.6422,"YES","human"
"PDK1",0.0456,0.5311,"YES","human"
"PDK2",0.0101,0.642,"NO","human"
"PDK3",0.0151,0.5213,"NO","human"
"PDK4",0.0402,0.6264,"NO","human"
"PDLIM1",0.0503,0.518,"NO","human"
"PDLIM2",0.1304,1.0388,"NO","human"
"PDLIM3",0.13,0.7463,"NO","human"
"PDLIM4",0.0452,0.7438,"NO","human"
"PDLIM5",0.0888,0.5528,"NO","human"
"PDLIM7",0.0293,0.646,"NO","human"
"PDP1",0.0128,0.367,"NO","human"
"PDP2",0.0841,0.6725,"YES","human"
"PDPK1",0.0286,0.4989,"NO","human"
"PDPN",0.4594,0.8297,"NO","human"
"PDPR",0.0404,0.4359,"NO","human"
"PDRG1",0.0433,0.4739,"YES","human"
"PDS5A",0.0086,0.388,"NO","human"
"PDS5B",0.0186,0.505,"YES","human"
"PDSS1",0.0773,0.4309,"NO","human"
"PDSS2",0.0634,0.4238,"NO","human"
"PDX1",0.0625,0.9818,"NO","human"
"PDXDC1",0.0707,0.5171,"NO","human"
"PDXK",0.0673,0.9208,"NO","human"
"PDXP",0.0337,0.9166,"NO","human"
"PDYN",0.2465,0.8423,"NO","human"
"PDZD11",0.013,0.3088,"NO","human"
"PDZD2",0.1973,0.6753,"NO","human"
"PDZD3",0.1166,0.4845,"NO","human"
"PDZD4",0.0329,0.8748,"YES","human"
"PDZD7",0.1104,0.7886,"YES","human"
"PDZD8",0.0685,0.3773,"NO","human"
"PDZD9",0.1994,0.6726,"NO","human"
"PDZK1",0.1245,0.6188,"NO","human"
"PDZK1IP1",0.0958,0.8692,"NO","human"
"PDZRN3",0.0237,0.8162,"NO","human"
"PDZRN4",0.1268,0.8232,"YES","human"
"PEA15",0.0032,0.3234,"NO","human"
"PEAK1",0.0752,0.4443,"NO","human"
"PEAR1",0.0984,0.6674,"NO","human"
"PEBP1",0.0911,0.7227,"NO","human"
"PEBP4",0.489,1.2566,"NO","human"
"PECAM1",0.2464,0.7909,"YES","human"
"PECR",0.188,0.6015,"YES","human"
"PEF1",0.0699,0.4776,"NO","human"
"PEG10",0.2408,1.0661,"YES","human"
"PEG3",0.1722,0.8003,"NO","human"
"PELI1",0.0011,0.3535,"NO","human"
"PELI2",0.0231,0.6964,"NO","human"
"PELI3",0.016,0.5499,"NO","human"
"PELO",0.0135,0.6073,"NO","human"
"PELP1",0.0674,0.4694,"NO","human"
"PEMT",0.1372,0.9542,"NO","human"
"PENK",0.0908,0.7833,"YES","human"
"PEPD",0.0597,0.9497,"NO","human"
"PER1",0.0446,0.4485,"NO","human"
"PER2",0.116,0.79,"YES","human"
"PER3",0.25,0.6585,"NO","human"
"PERM1",0.3924,0.7323,"NO","human"
"PERP",0.049,0.8421,"NO","human"
"PES1",0.0576,0.8049,"NO","human"
"PET100",0.1501,1.1104,"NO","human"
"PET117",0.0749,0.1998,"NO","human"
"PEX1",0.1063,0.5089,"NO","human"
"PEX10",0.1076,1.1115,"NO","human"
"PEX11A",0.1336,0.4635,"YES","human"
"PEX11B",0.0394,0.3106,"NO","human"
"PEX11G",0.1302,1.2278,"YES","human"
"PEX12",0.0646,0.3957,"NO","human"
"PEX13",0.0454,0.3829,"NO","human"
"PEX14",0.04,0.5271,"NO","human"
"PEX16",0.0774,0.7208,"NO","human"
"PEX19",0.0533,0.5782,"NO","human"
"PEX2",0.0652,0.4758,"NO","human"
"PEX26",0.1634,0.7812,"YES","human"
"PEX3",0.0293,0.4424,"NO","human"
"PEX5",0.0324,0.3881,"NO","human"
"PEX5L",0.0206,0.5355,"NO","human"
"PEX6",0.0721,0.5405,"NO","human"
"PEX7",0.0414,0.4379,"NO","human"
"PFAS",0.0674,0.574,"NO","human"
"PFDN1",0.0127,0.389,"NO","human"
"PFDN2",0.0213,0.3446,"NO","human"
"PFDN4",0.0138,1.203,"YES","human"
"PFDN5",0.0029,0.5851,"YES","human"
"PFDN6",0,0,"NO","human"
"PFKFB1",0.0324,0.367,"NO","human"
"PFKFB2",0.0525,0.4871,"NO","human"
"PFKFB3",0.0357,0.967,"YES","human"
"PFKFB4",0.0124,0.6753,"NO","human"
"PFKL",0.0289,0.9206,"NO","human"
"PFKM",0.0103,0.4757,"YES","human"
"PFKP",0.0663,0.9919,"NO","human"
"PFN1",0.0188,0.2138,"YES","human"
"PFN2",0.0034,0.1479,"YES","human"
"PFN3",0.0596,1.0607,"YES","human"
"PFN4",0.0871,0.5959,"NO","human"
"PGAM1",0.0017,0.552,"YES","human"
"PGAM2",0.04,1.0003,"NO","human"
"PGAM4",0.0214,0.5465,"NO","human"
"PGAM5",0.0291,0.9419,"NO","human"
"PGAP1",0.0494,0.3753,"NO","human"
"PGAP2",0.0262,0.4537,"NO","human"
"PGAP3",0.0776,0.6564,"YES","human"
"PGBD1",0.2774,0.6217,"NO","human"
"PGBD5",0.0213,1.0851,"YES","human"
"PGC",0.1633,0.9154,"NO","human"
"PGD",0.0314,0.595,"NO","human"
"PGF",0.2493,0.9348,"YES","human"
"PGGHG",0.133,0.6565,"YES","human"
"PGGT1B",0.0162,0.6456,"YES","human"
"PGK1",0.0108,0.3099,"NO","human"
"PGK2",0.0823,0.516,"NO","human"
"PGLS",0.054,1.0399,"YES","human"
